squad_id,line,name,m,ws,bs,s,t,w,a,ld,sv,cost,cost_description,models_per_unit,cost_including_wargear,base_size,base_size_descr
1100,1,Chaos Questoris Knight Styrix,"12""",3+,3+,8,8,24,4,9,3+,475,,1,FALSE,120 x 92mm,
1104,1,Karanak,"12""",2+,-,6,5,5,6,8,5+/4+,90,,1,FALSE,75 x 42mm,
1105,1,Skarbrand,"8""",2+,2+,8,8,22,8,9,4+/4+,330,,1,FALSE,100mm,
1106,1,Skulltaker,"6""",2+,3+,6,6,5,6,8,4+/4+,110,,1,FALSE,40mm,
1111,1,Rendmaster on Blood Throne,"8""",2+,3+,6,7,9,5,8,4+/4+,140,,1,FALSE,120 x 92mm,
1112,1,Flesh Hound,"12""",3+,-,5,4,2,3,7,5+/4+,15,,4-9,FALSE,60 x 35mm,
1112,2,Gore Hound,"12""",3+,-,5,4,2,4,8,5+/4+,15,,1,FALSE,60 x 35mm,
1114,1,Bloodletter,"6""",3+,3+,5,4,1,2,6,5+/4+,,,9,FALSE,32mm,
1114,2,Bloodreaper,"6""",3+,3+,5,4,1,3,7,5+/4+,,,1,FALSE,32mm,
1115,1,Bloodcrusher,"10""",3+,3+,5,5,4,3,7,4+/4+,40,,2-5,FALSE,90 x 52mm,
1115,2,Bloodhunter,"10""",3+,3+,5,5,4,4,8,4+/4+,40,,1,FALSE,90 x 52mm,
1116,1,Skull Cannon,"8""",3+,3+,6,7,9,2,7,4+/4+,90,,1,FALSE,120 x 92mm,
1117,1,Kairos Fateweaver,"12""",3+,3+,6,7,22,5,10,5+/3+,320,,1,FALSE,100mm,
1118,1,The Changeling,"6""",4+,3+,3,5,5,2,8,5+/3+,100,,1,FALSE,40mm,
1119,1,The Blue Scribes,"12""",4+,4+,3,4,5,2,8,5+/3+,90,,1,FALSE,60mm flying base,
1120,1,Lord of Change,"12""",3+,3+,6,7,20,5,10,5+/3+,310,,1,FALSE,100mm,
1125,1,Flamer,"12""",4+,3+,5,4,3,3,7,6+/3+,25,,2-5,FALSE,32mm,
1125,2,Pyrocaster,"12""",4+,3+,5,4,3,4,8,6+/3+,25,,1,FALSE,32mm,
1126,1,Exalted Flamer,"10""",3+,3+,6,5,5,4,8,6+/3+,75,,1,FALSE,75 x 42mm,
1127,1,Screamer,"16""",4+,-,4,4,3,3,8,6+/3+,25,,3-6,FALSE,32mm flying base,
1128,1,Burning Chariot,"14""",4+,3+,6,6,9,4,8,4+/4+,120,,1,FALSE,120 x 92mm,
1129,1,Epidemius,"5""",2+,3+,5,6,9,4,8,5+/4+,90,,1,FALSE,60mm,
1130,1,Great Unclean One,"7""",2+,3+,7,9,22,6,10,5+/4+,280,,1,FALSE,130mm,
1132,1,Plaguebearer,"5""",4+,4+,4,5,2,2,6,5+/4+,,,9,FALSE,32mm,
1132,2,Plagueridden,"5""",4+,4+,4,5,2,3,7,5+/4+,,,1,FALSE,32mm,
1133,1,Nurgling Swarm,"5""",4+,4+,2,3,4,4,6,6+/5+,20,,3-9,FALSE,40mm,
1134,1,Beast of Nurgle,"6""",4+,-,6,6,7,6,7,5+/4+,70,,1-3,FALSE,60mm,
1135,1,Plague Drone,"10""",4+,4+,5,6,5,2,7,5+/4+,40,,2-5,FALSE,60mm,
1135,2,Plaguebringer,"10""",4+,4+,5,6,5,3,8,5+/4+,40,,1,FALSE,60mm,
1136,1,The Masque of Slaanesh,"10""",2+,3+,4,4,4,6,8,4+/4+,90,,1,FALSE,32mm,
1137,1,Keeper of Secrets,"16""",2+,2+,6,7,20,6,10,5+/4+,280,,1,FALSE,100mm,
1138,1,Tranceweaver,"9""",2+,3+,4,4,4,5,8,5+/4+,70,,1,FALSE,25mm,
1139,1,Herald of Slaanesh on Steed,"14""",2+,2+,4,3,5,4,8,6+,82,,1,TRUE,60 x 35mm,
1140,1,Tormentbringer on Seeker Chariot,"14""",2+,3+,4,5,7,8,8,4+/4+,100,,1,FALSE,120 x 92mm,
1141,1,Tormentbringer on Exalted Seeker Chariot,"14""",2+,3+,4,5,12,8,8,4+/4+,120,,1,FALSE,120 x 92mm,
1142,1,Daemonette,"10""",3+,3+,4,3,1,4,6,5+/4+,,,9,FALSE,25mm,
1142,2,Alluress,"10""",3+,3+,4,3,1,5,7,5+/4+,,,1,FALSE,25mm,
1143,1,Fiend,"14""",3+,-,5,4,4,4,7,5+/4+,30,,2-5,FALSE,75 x 42mm,
1143,2,Blissbringer,"14""",3+,-,5,4,4,5,8,5+/4+,30,,1,FALSE,75 x 42mm,
1144,1,Hellflayer,"14""",3+,3+,4,5,7,8,8,4+/4+,75,,1,FALSE,120 x 92mm,
1145,1,Seeker,"16""",3+,3+,4,4,2,4,7,5+/4+,17,,4-9,FALSE,60 x 35mm,
1145,2,Heartseeker,"16""",3+,3+,4,4,2,5,8,5+/4+,17,,1,FALSE,60 x 35mm,
1146,1,Seeker Chariot,"14""",3+,3+,4,5,7,8,8,4+/4+,65,,1,FALSE,120 x 92mm,
1147,1,Exalted Seeker Chariot,"14""",2+,3+,4,5,12,8,8,4+/4+,85,,1,FALSE,120 x 92mm,
1148,1,Be’lakor,"12""",2+,2+,8,7,20,6,9,4+/4+,420,,1,FALSE,100mm,
1149,1,Daemon Prince of Chaos,"8""",2+,2+,7,6,8,6,10,5+/4+,140,,1,FALSE,60mm,
1151,1,Soul Grinder,"8""",3+,3+,8,8,16,5,7,5+/4+,190,,1,FALSE,160mm,
1153,1,Deimos Predator,"12""",6+,3+,6,7,11,3,8,3+,115,,1,FALSE,Use model,
1154,1,Vindicator Laser Destroyer,"10""",6+,3+,6,8,11,3,8,3+,175,,1,FALSE,Use model,
1156,1,Land Raider Proteus,"10""",6+,3+,8,8,16,6,9,2+,220,,1,FALSE,Use model,
1157,1,Land Raider Helios,"10""",6+,3+,8,8,16,6,9,2+,260,,1,FALSE,Use model,
1158,1,Land Raider Prometheus,"10""",6+,3+,8,8,16,6,9,2+,295,,1,FALSE,Use model,
1159,1,Land Raider Achilles,"10""",6+,3+,8,8,16,6,9,2+,270,,1,FALSE,Use model,
1160,1,Sicaran Battle Tank,"14""",6+,3+,6,7,14,3,8,2+,165,,1,FALSE,Use model,
1161,1,Sicaran Venator,"14""",6+,3+,6,7,14,3,8,2+,170,,1,FALSE,Use model,
1162,1,Sicaran Punisher,"14""",6+,3+,6,7,14,3,8,2+,155,,1,FALSE,Use model,
1163,1,Spartan,"10""",5+,3+,8,8,20,6,9,2+,420,,1,FALSE,Use model,
1164,1,Typhon,"10""",5+,3+,8,8,20,6,9,2+,320,,1,FALSE,Use model,
1165,1,Cerberus,"10""",5+,3+,8,8,20,6,9,2+,370,,1,FALSE,Use model,
1166,1,Fellblade,"10""",5+,3+,8,8,26,6,9,2+,550,,1,FALSE,Use model,
1167,1,Falchion,"10""",5+,3+,8,8,26,6,9,2+,550,,1,FALSE,Use model,
1168,1,Mastodon,"10""",5+,3+,9,9,30,6,9,2+,750,,1,FALSE,Use model,
1169,1,Mortis Dreadnought,"6""",3+,3+,6,7,8,4,8,3+,135,,1,FALSE,60mm,
1172,1,Chaplain Venerable Dreadnought,"6""",2+,2+,6,7,8,5,10,3+,175,,1,FALSE,60mm,
1173,1,Relic Contemptor Dreadnought,"8""",3+,3+,7,7,9,4,8,3+,140,,1,FALSE,60mm,
1174,1,Deredeo Dreadnought,"8""",3+,3+,6,7,12,4,8,3+,190,,1,FALSE,80mm,
1175,1,Leviathan Dreadnought,"8""",3+,3+,7,7,14,4,8,2+,220,,1,FALSE,80mm,
1176,1,Land Speeder Tempest,"16""",6+,3+,4,6,7,2,7,3+,110,,1-3,FALSE,60mm flying base,
1177,1,Javelin Attack Speeder,"16""",3+,3+,4,6,9,2,7,3+,115,,1,FALSE,60mm flying base,
1178,1,Xiphon Interceptor,"20-60""",6+,3+,6,7,12,3,8,3+,235,,1,FALSE,120 x 92mm flying base,
1179,1,Storm Eagle Gunship,"20-45""",6+,3+,8,7,18,6,9,3+,335,,1,FALSE,120 x 92mm flying base,
1181,1,Fire Raptor Gunship,"20-45""",6+,3+,8,7,18,6,9,3+,340,,1,FALSE,120 x 92mm flying base,
1182,1,Caestus Assault Ram,"20-45""",5+,3+,8,7,20,6,9,3+,320,,1,TRUE,120 x 92mm flying base,
1183,1,Thunderhawk Gunship,"20-50""",6+,3+,10,8,30,6,9,2+,800,,1,FALSE,120 x 92mm flying base,
1184,1,Thunderhawk Transporter,"20-45""",6+,3+,10,8,30,6,9,2+,600,,1,TRUE,120 x 92mm flying base,
1185,1,Sokar-pattern Stormbird,"20-50""",6+,3+,10,8,40,6,9,2+,1000,,1,FALSE,Use model,
1186,1,Damocles Command Rhino,"12""",6+,3+,6,7,10,3,8,3+,90,,1,FALSE,Use model,
1187,1,Whirlwind Hyperios,"12""",6+,3+,6,7,11,3,8,3+,130,,1,FALSE,Use model,
1188,1,Whirlwind Scorpius,"12""",6+,3+,6,7,11,3,8,3+,170,,1,FALSE,Use model,
1189,1,Rapier Carrier,"4""",3+,3+,4,5,5,2,7,3+,75,,1,FALSE,Use model,
1190,1,Tarantula Sentry Gun,-,-,4+,4,5,4,-,7,3+,40,,1-3,FALSE,Use model,
1191,1,Tarantula Air Defence Gun,-,-,4+,4,5,4,-,7,3+,40,,1-3,FALSE,Use model,
1192,1,Dreadnought Drop Pod,-,-,-,6,6,8,-,8,3+,70,,1,FALSE,Use model,
1193,1,Deathstorm Drop Pod,-,-,4+,6,6,8,-,8,3+,120,,1,FALSE,Use model,
1196,1,Land Raider Banisher,"10""",6+,3+,8,8,16,6,9,2+,245,,1,FALSE,Use model,
1197,1,Grey Knights Thunderhawk Gunship,"20-50""",6+,3+,10,8,30,6,9,2+,800,,1,FALSE,Use model,
1199,1,Repressor,"12""",5+,3+,6,7,12,3,8,3+,85,,1,FALSE,Use model,
1200,1,Lord High Commander Carab Culln,"5""",2+,2+,4,4,7,6,9,2+,170,,1,FALSE,40mm,
1201,1,Lugft Huron,"5""",2+,2+,4,4,7,4,9,2+,160,,1,FALSE,40mm,
1202,1,Armenneus Valthex,"6""",3+,2+,4,4,5,3,8,2+,105,,1,FALSE,40mm,
1203,1,Corien Sumatris,"6""",2+,2+,4,4,5,4,9,3+,100,,1,FALSE,,
1204,1,Carnac Commodus,"6""",2+,3+,4,4,5,3,8,3+,90,,1,TRUE,,
1205,1,Asterion Moloc,"5""",2+,2+,4,4,7,5,9,2+,170,,1,FALSE,40mm,
1206,1,Ivanus Enkomi,"6""",2+,3+,4,4,5,4,9,3+,100,,1,FALSE,25mm,
1207,1,Sevrin Loth,"6""",3+,3+,4,4,5,3,9,3+,135,,1,FALSE,25mm,
1208,1,Tyberos the Red Wake,"5""",2+,2+,4,4,6,6,9,2+,160,,1,FALSE,40mm,
1209,1,Chaplain Dreadnought Titus,"6""",2+,2+,6,7,9,5,10,3+,180,,1,TRUE,60mm,
1210,1,Anton Narvaez,"6""",2+,2+,4,4,5,4,9,3+,110,,1,TRUE,,
1211,1,Tarnus Vale,"6""",2+,2+,4,4,5,4,9,3+,110,,1,TRUE,,
1212,1,Lias Issodon,"7""",2+,2+,4,4,6,5,9,3+,165,,1,FALSE,,
1213,1,Malakim Phoros,"6""",2+,2+,4,4,6,5,9,3+,145,,1,TRUE,32mm,
1214,1,Mordaci Blaylock,"5""",2+,2+,4,4,6,4,9,2+,125,,1,TRUE,,
1215,1,Pellas Mir’san,"6""",2+,2+,4,4,6,4,9,2+,100,,1,TRUE,,
1216,1,Bray’arth Ashmantle,"6""",2+,2+,8,7,8,6,9,2+,220,,1,FALSE,60mm,
1217,1,Harath Shen,"6""",3+,3+,4,4,4,3,8,3+,120,,1,TRUE,,
1218,1,Ahazra Redth,"6""",3+,3+,4,4,4,3,9,2+,125,,1,TRUE,,
1219,1,Thulsa Kane,"6""",2+,3+,4,4,4,4,9,3+,140,,1,TRUE,,
1220,1,Silas Alberec,"6""",2+,2+,5,4,5,4,9,3+,110,,1,TRUE,,
1221,1,Elam Courbray,"12""",2+,2+,4,4,5,4,9,3+,110,,1,TRUE,,
1222,1,Vaylund Cal,"6""",2+,2+,4,4,6,5,9,2+,165,,1,TRUE,,
1223,1,Zhrukhal Androcles,"6""",2+,2+,4,4,5,4,9,3+,95,,1,TRUE,,
1224,1,Hector Rex,"5""",2+,3+,4,3,6,4,9,2+,100,,1,FALSE,40mm,
1225,1,Solomon Lok,"6""",3+,3+,3,3,5,4,9,3+,75,,1,FALSE,25mm,
1226,1,Hecaton Aiakos,"8""",2+,2+,7,7,9,5,9,3+,160,,1,FALSE,60mm,
1237,1,Valkyrie Sky Talon,"20-45""",6+,4+,7,7,14,3,7,3+,115,,1,FALSE,120 x 92mm flying base,
1293,1,Blood Slaughterer,"10""",3+,3+,7,7,9,5,8,3+,125,,1,FALSE,Use model,
1294,1,Greater Blight Drone,"14""",3+,3+,6,7,9,4,8,3+,125,,1,FALSE,60mm,
1295,1,Decimator,"9""",3+,3+,7,7,12,5,8,3+,160,,1,FALSE,60mm,
1296,1,Plague Hulk of Nurgle,"7""",4+,4+,8,8,14,5,7,3+,190,,1,TRUE,Use model,
1297,1,Kytan Ravager,"12""",3+,3+,8,8,26,5,9,3+,400,,1,FALSE,170 x 109mm,
1298,1,Greater Brass Scorpion,"12""",3+,3+,8,8,28,6,9,3+,430,,1,FALSE,Use model,
1299,1,Chaos Contemptor Dreadnought,"8""",3+,3+,7,7,9,4,8,3+,140,,1,FALSE,60mm,
1300,1,Chaos Land Raider Proteus,"10""",6+,3+,8,8,16,6,9,2+,220,,1,FALSE,Use model,
1301,1,Chaos Land Raider Achilles,"10""",6+,3+,8,8,16,6,9,2+,270,,1,FALSE,Use model,
1302,1,Chaos Deimos Predator,"12""",6+,3+,6,7,11,3,8,3+,115,,1,FALSE,Use model,
1303,1,Chaos Whirlwind Scorpius,"12""",6+,3+,6,7,11,3,8,3+,170,,1,FALSE,Use model,
1304,1,Hellforged Sicaran,"14""",6+,3+,6,7,14,3,8,2+,165,,1,FALSE,Use model,
1305,1,Chaos Sicaran Venator,"14""",6+,3+,6,7,14,3,8,2+,170,,1,FALSE,Use model,
1306,1,Chaos Spartan,"10""",5+,3+,8,8,20,6,9,2+,420,,1,FALSE,Use model,
1307,1,Chaos Deredeo Dreadnought,"8""",3+,3+,6,7,12,4,8,3+,190,,1,FALSE,80mm,
1308,1,Chaos Rapier Carrier,"4""",3+,3+,4,5,5,2,7,3+,75,,1,FALSE,Use model,
1309,1,Chaos Leviathan Dreadnought,"8""",3+,3+,7,7,14,4,8,2+,220,,1,FALSE,80mm,
1310,1,Dreadclaw Drop Pod,"12""",4+,-,6,6,9,4,8,3+,115,,1,FALSE,Use model,
1311,1,Kharybdis Assault Claw,"15""",4+,4+,8,8,20,4,8,3+,400,,1,FALSE,Use model,
1312,1,Chaos Cerberus,"10""",5+,3+,8,8,20,6,9,2+,370,,1,FALSE,Use model,
1313,1,Chaos Typhon,"10""",5+,3+,8,8,20,6,9,2+,320,,1,FALSE,Use model,
1314,1,Chaos Fellblade,"10""",5+,3+,8,8,26,6,9,2+,550,,1,FALSE,Use model,
1315,1,Chaos Falchion,"10""",5+,3+,8,8,26,6,9,2+,550,,1,FALSE,Use model,
1316,1,Chaos Mastodon,"10""",5+,3+,9,9,30,6,9,2+,750,,1,FALSE,Use model,
1317,1,Hell Blade,"20""-60""",6+,3+,6,6,9,2,8,3+,135,,1,FALSE,120 x 92mm flying base,
1318,1,Hell Talon,"20""-60""",6+,3+,7,7,14,6,8,3+,210,,1,FALSE,120 x 92mm flying base,
1319,1,Chaos Storm Eagle Gunship,"20""-45""",6+,3+,8,7,18,6,9,3+,335,,1,FALSE,120 x 92mm flying base,
1320,1,Chaos Fire Raptor Gunship,"20""-45""",6+,3+,8,7,18,6,9,3+,340,,1,FALSE,120 x 92mm flying base,
1321,1,Chaos Thunderhawk Gunship,"20""-50""",6+,3+,10,8,30,6,9,2+,800,,1,FALSE,120 x 92mm flying base,
1322,1,Chaos Sokar-pattern Stormbird,"20-50""",6+,3+,10,8,40,6,9,2+,1000,,1,FALSE,120 x 92mm flying base,
1323,1,Chaos Xiphon Interceptor,"20""-60""",6+,3+,6,7,12,3,8,3+,235,,1,FALSE,120 x 92mm flying base,
1324,1,Zhufor the Impaler,"5""",2+,2+,5,4,6,6,9,2+,140,,1,TRUE,40mm,
1325,1,Necrosius the Undying,"5""",3+,3+,4,5,5,5,8,3+,120,,1,TRUE,32mm,
1326,1,Lord Arkos,"6""",2+,2+,4,4,5,6,9,3+,120,,1,TRUE,,
1327,1,Chaos Hellwright,"6""",3+,2+,5,5,4,3,9,2+,85,,1,TRUE,40mm,
1328,1,Chaos Hellwright on Dark Abeyant,"8""",3+,2+,5,6,6,3,9,2+,120,,1,TRUE,60mm,
1329,1,An’ggrath the Unbound,"16""",2+,4+,10,8,24,8,10,4+/4+,450,,1,FALSE,130mm,
1330,1,Uraka the Warfiend,"8""",2+,3+,7,6,9,6,9,5+/4+,130,,1,FALSE,60mm,
1331,1,Samus,"9""",2+,4+,7,7,12,6,9,4+,200,,1,TRUE,130mm,
1332,1,Zarakynel,"14""",2+,3+,7,7,18,6,10,5+/4+,360,,1,FALSE,105 x 70mm,
1333,1,Aetaos’rau’keres,"18""",2+,2+,8,8,27,6,10,5+/3+,600,,1,FALSE,130mm,
1334,1,Mamon Transfigured,"6""",2+,3+,7,7,9,5,9,5+/4+,130,,1,FALSE,60mm,
1335,1,Cor’bax Utterblight,"8""",2+,3+,7,8,12,5,9,5+/4+,160,,1,FALSE,120 x 92mm,
1336,1,Plague Toad,"8""",4+,4+,5,5,4,3,7,6+,38,,3-6,TRUE,60mm,
1337,1,Pox Rider,"8""",4+,4+,5,5,5,3,7,6+,45,,3-6,FALSE,60mm,
1338,1,Spined Chaos Beast,"10""",3+,4+,7,7,12,5,9,4+,150,,1,TRUE,,
1339,1,Giant Chaos Spawn,"8+D6""",4+,4+,6,6,10,6+D6,9,4+,140,,1,TRUE,100mm,
1340,1,Scabeiathrax the Bloated,"8""",2+,3+,8,9,21,5,10,5+/4+,380,,1,FALSE,Use model,
1343,1,Chaos Vindicator Laser Destroyer,"10""",6+,3+,6,8,11,3,8,3+,175,,1,FALSE,Use model,
1344,1,Primaris Captain,"6""",2+,2+,4,4,6,5,9,3+,80,,1,FALSE,40mm,
1345,1,Primaris Librarian,"6""",3+,3+,4,4,5,4,9,3+,85,,1,FALSE,40mm,
1346,1,Primaris Chaplain,"6""",2+,3+,4,4,5,4,9,3+,75,,1,FALSE,40mm,
1347,1,Lieutenant,"6""",2+,2+,4,4,4,3,8,3+,70,,1,FALSE,32mm,
1348,1,Primaris Apothecary,"6""",3+,3+,4,4,5,4,8,3+,70,,1,FALSE,40mm,
1349,1,Reiver,"6""",3+,3+,4,4,2,2,7,3+,16,,4-9,FALSE,32mm,
1349,2,Reiver Sergeant,"6""",3+,3+,4,4,2,3,8,3+,16,,1,FALSE,32mm,
1350,1,Aggressor,"5""",3+,3+,4,5,3,3,7,3+,30,,2-5,FALSE,40mm,
1350,2,Aggressor Sergeant,"5""",3+,3+,4,5,3,4,8,3+,30,,1,FALSE,40mm,
1351,1,Redemptor Dreadnought,"8""",3+,3+,7,7,13,4,8,3+,185,,1,FALSE,90mm,
1352,1,Repulsor,"10""",6+,3+,8,8,16,6,9,3+,220,,1,FALSE,100mm,
1354,1,Lucius the Eternal,"6""",2+,2+,5,4,6,5,10,3+,120,,1,FALSE,25mm,
1355,1,Exalted Champion,"6""",2+,2+,4,4,5,5,9,3+,90,,1,FALSE,40mm,
1360,1,Grand Master in Nemesis Dreadknight,"9""",2+,2+,6,6,13,6,9,2+,160,,1,FALSE,120 x 92mm,
1361,1,Brotherhood Librarian,"5""",3+,3+,4,4,5,4,9,2+,95,,1,FALSE,40mm,
1362,1,Brotherhood Chaplain,"5""",2+,3+,4,4,5,4,9,2+,100,,1,FALSE,40mm,
1363,1,Stormhawk Interceptor,"20-60""",6+,3+,6,7,10,3,8,3+,185,,1,FALSE,120 x 92mm flying base,
1364,1,Stormtalon Gunship,"20-50""",6+,3+,6,6,10,3,8,3+,165,,1,FALSE,120 x 92mm flying base,
1367,1,Foul Blightspawn,"5""",3+,3+,4,5,4,4,8,3+,80,,1,FALSE,40mm,
1368,1,Biologus Putrifier,"5""",3+,3+,4,5,4,4,8,3+,60,,1,FALSE,40mm,
1369,1,Plague Surgeon,"5""",3+,3+,4,5,4,4,8,3+,70,,1,FALSE,40mm,
1370,1,Tallyman,"5""",3+,3+,4,5,4,4,8,3+,65,,1,FALSE,40mm,
1371,1,Deathshroud Terminator,"5""",2+,3+,4,5,3,4,8,2+,50,,2-5,FALSE,40mm,
1371,2,Deathshroud Champion,"5""",2+,3+,4,5,3,5,9,2+,50,,1,FALSE,40mm,
1372,1,Blightlord Terminator,"5""",3+,3+,4,5,3,3,8,2+,40,,4-9,FALSE,40mm,
1372,2,Blightlord Champion,"5""",3+,3+,4,5,3,4,9,2+,40,,1,FALSE,40mm,
1374,1,Myphitic Blight-hauler,"10""",3+,3+,6,7,9,4,8,3+,110,,1-3,FALSE,80mm,
1376,1,Plagueburst Crawler,"9""",6+,3+,7,8,12,4,8,3+,135,,1,FALSE,Use model,
1377,1,Mortarion,"12""",2+,2+,8,8,18,7,10,3+,450,,1,FALSE,100mm,
1383,1,Mukaali Rider,"8""",4+,4+,3,5,3,1,6,4+,22,,2-5,FALSE,40mm,
1383,2,Mukaali Rider Sergeant,"8""",4+,4+,3,5,3,2,7,4+,22,,1,FALSE,40mm,
1385,1,Grot Bomm Launcha,"12""",3+,5+,4,5,6,4,6,4+,50,,1,FALSE,Use model,
1386,1,Attack Fighta,"20-50""",5+,5+,6,6,12,3,6,4+,120,,1,TRUE,120 x 92mm flying base,
1387,1,Fighta-bommer,"20-50""",5+,5+,6,6,14,3,6,4+,140,,1,FALSE,120 x 92mm flying base,
1388,1,Dethrolla Battle Fortress,"12""",5+,5+,8,8,24,9,7,4+,310,,1,FALSE,Use model,
1389,1,Kill Krusha,"12""",5+,5+,8,8,24,8,8,4+,290,,1,FALSE,Use model,
1390,1,Raven Strike Fighter,"20-70""",6+,3+,6,6,10,3,7,4+,150,,1,TRUE,120 x 92mm flying base,
1391,1,Knarloc Riders,"7""",3+,4+,3,4,4,1,6,4+,30,,3-6,TRUE,65mm,
1392,1,Great Knarloc,"7""",3+,4+,7,6,9,4,6,4+,65,,1,FALSE,65mm,
1393,1,Firestorm,"16""",6+,3+,6,7,12,3,8,3+,130,,1,FALSE,60mm flying base,
1394,1,Regimental Preacher,"6""",4+,4+,3,3,4,3,8,6+,40,,1,FALSE,25mm,
1396,1,Regimental Enginseer,"6""",4+,3+,4,4,4,2,8,3+,40,,1,FALSE,32mm,
1397,1,Munitorum Servitor,"5""",5+,5+,3,3,1,1,6,4+,,,4,FALSE,25mm,
1400,1,Bonesinger,"7""",3+,3+,3,3,4,1,7,6+,70,,1,TRUE,25mm,
1401,1,Neurothrope,"6""",5+,3+,5,5,6,2,10,5+,110,,1,FALSE,40mm,
1402,1,Screamer-Killer,"10""",3+,4+,6,7,9,10,6,2+,130,,1-3,FALSE,105 x 70mm,
1403,1,Thornback,"6""",3+,4+,6,7,9,4,6,2+,130,,1-3,FALSE,105 x 70mm,
1406,1,Sly Marbo,"6""",2+,2+,4,3,5,5,7,5+,50,,1,FALSE,32mm,
1446,1,Trajann Valoris,"6""",2+,2+,5,5,8,6,11,2+,200,,1,FALSE,40mm,
1447,1,Shield-Captain,"6""",2+,2+,5,5,7,6,11,2+,105,,1,FALSE,40mm,
1448,1,Shield-Captain in Allarus Terminator Armour,"6""",2+,2+,5,5,8,6,11,2+,115,,1,FALSE,40mm,
1449,1,Shield-Captain on Dawneagle Jetbike,"14""",2+,2+,5,6,9,6,11,2+,160,,1,FALSE,75 x 42mm,May use 60mm flying base instead
1450,1,Custodian Warden,"6""",2+,2+,5,5,3,4,11,2+,50,,3-10,FALSE,40mm,
1451,1,Vexilus Praetor,"6""",2+,2+,5,5,6,4,11,2+,105,,1,FALSE,40mm,
1452,1,Vexilus Praetor in Allarus Terminator Armour,"6""",2+,2+,5,5,7,4,11,2+,115,,1,FALSE,40mm,
1453,1,Allarus Custodian,"6""",2+,2+,5,5,4,4,11,2+,60,,1-6,FALSE,40mm,
1454,1,Vertus Praetor,"14""",2+,2+,5,6,5,4,11,2+,80,,3-6,FALSE,75 x 42mm,May use 60mm flying base instead
1455,1,Bloodmaster,"6""",2+,3+,6,5,4,5,8,4+/4+,90,,1,FALSE,40mm,
1456,1,Skullmaster,"10""",2+,3+,6,6,7,5,8,4+/4+,130,,1,FALSE,60mm,
1458,1,Contemptor-Achillus Dreadnought,"9""",2+,2+,7,7,9,5,11,2+,170,,1,FALSE,60mm,
1460,1,Caladius Grav-tank,"14""",6+,2+,6,7,14,3,11,3+,205,,1,FALSE,170 x 109mm,May use 50mm base instead
1461,1,Coronus Grav-carrier,"14""",6+,2+,7,8,18,3,11,3+,220,,1,FALSE,Use model,
1462,1,Changecaster,"6""",4+,3+,3,4,5,2,8,6+/3+,80,,1,FALSE,32mm,
1463,1,Fateskimmer,"14""",4+,3+,3,6,9,2,8,5+/3+,150,,1,FALSE,120 x 92mm,
1464,1,Fluxmaster,"12""",4+,3+,3,4,6,2,8,6+/3+,110,,1,FALSE,60mm flying base,
1465,1,Rotigus,"7""",2+,3+,7,9,24,6,10,5+/4+,300,,1,FALSE,130mm,
1466,1,Horticulous Slimux,"5""",2+,2+,5,7,9,4,8,4+/4+,140,,1,FALSE,105 x 70mm,
1467,1,Poxbringer,"5""",2+,3+,5,6,6,3,8,5+/4+,90,,1,FALSE,32mm,
1468,1,Sloppity Bilepiper,"5""",2+,3+,5,6,6,3,8,5+/4+,85,,1,FALSE,32mm,
1469,1,Spoilpox Scrivener,"5""",2+,3+,5,6,6,3,8,5+/4+,100,,1,FALSE,40mm,
1470,1,Feculent Gnarlmaw,-,-,-,6,7,9,-,7,4+/3+,,,1,FALSE,Use model,
1472,1,Tzaangor Shaman,"12""",3+,3+,4,4,4,3,8,6+,60,,1,FALSE,40mm,
1474,1,Enlightened,"12""",3+,3+,4,4,2,2,7,6+,18,,2-5,FALSE,40mm,
1474,2,Aviarch,"12""",3+,3+,4,4,2,3,8,6+,18,,1,FALSE,40mm,
1476,1,Mutalith Vortex Beast,"10""",3+,4+,7,7,14,5,7,4+,130,,1,FALSE,120 x 92mm,
1477,1,Commander in Crisis Battlesuit,"10""",3+,2+,5,5,6,4,10,3+,110,,1,FALSE,50mm,
1478,1,Commander in Enforcer Battlesuit,"8""",3+,2+,5,5,7,4,10,2+,130,,1,FALSE,60mm,
1479,1,Telemon Heavy Dreadnought,"8""",2+,2+,8,8,14,4,11,2+,260,,1,FALSE,100mm,
1481,1,Armiger Helverin,"12""",3+,3+,6,7,12,4,8,3+,155,,1-3,FALSE,100mm,
1482,1,Armiger Warglaive,"12""",3+,3+,6,7,12,4,8,3+,145,,1-3,FALSE,100mm,
1483,1,Knight Preceptor,"10""",3+,3+,8,8,24,4,9,3+,420,,1,FALSE,170 x 109mm,
1484,1,Canis Rex,"10""",2+,2+,8,8,24,5,9,3+,440,,1,FALSE,170 x 109mm,
1484,2,Sir Hekhtur,"6""",2+,2+,3,3,4,3,9,4+,,,,FALSE,25mm,
1485,1,Knight Castellan,"8""",4+,3+,8,8,28,4,9,2+,595,,1,FALSE,170 x 109mm,
1486,1,Knight Valiant,"8""",4+,3+,8,8,28,4,9,2+,585,,1,FALSE,170 x 109mm,
1521,1,Astraeus,"12""",5+,3+,8,8,30,6,9,2+,550,,1,FALSE,160mm,
1522,1,Gabriel Angelos,"5""",2+,2+,4,4,7,5,9,2+,150,,1,FALSE,40mm,
